startup_id,company_name,primary_sector,company_stage,city,state,founding_year,age_years,completeness_pct,tier,source_quality_pct,freshness_pct,conflict_level,notes
S0268,InRisk Labs (EarthRe),insurtech reinsurance,series_a,Ahmedabad,Gujarat,2024,2,29.2,Basic,66.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0269,Videonetics,ai/video analytics,series_b,Kolkata,West Bengal,2008,18,27.1,Basic,30.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0270,Drivn (DRIVN),ev/fintech,early_stage,Gurgaon,,2025,1,29.2,Basic,53.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0271,Turtlemint,insurtech,ipo_filed,Mumbai,Maharashtra,2015,11,31.2,Basic,66.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0272,ValuEnable,insurtech policy loans,seed,Mumbai,Maharashtra,2021,5,29.2,Basic,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0273,Wellbeing Nutrition,d2c wellness,acquired,Mumbai,Maharashtra,2019,7,29.2,Basic,66.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0274,Alt Carbon,climate / carbon dioxide removal (enhanced rock weathering),seed,Kolkata,West Bengal,2020,6,25.0,Basic,30.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0275,Alphadroid,robotics / service robots (AMR),pre-Series A,Noida,Uttar Pradesh,,,16.7,Candidate,16.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0276,Minfy Technologies,cloud / IT services (AI),profitable scale-up (bootstrapped),Hyderabad,Telangana,2016,10,20.8,Basic,10.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0277,Celebal Technologies,enterprise data & AI solutions / services,Series B+ (debt top-up 2026),Jaipur,Rajasthan,2016,10,18.8,Candidate,16.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0278,Tonbo Imaging,defence imaging / electro-optics,pre-IPO / Series D,Bengaluru,Karnataka,,,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0279,DigitalPaani,watertech / AI water-infrastructure management,early growth,Gurugram,Haryana,2020,6,18.8,Candidate,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0280,Yuma Energy,EV battery swapping / Battery-as-a-Service,Series A,Bengaluru,,2022,4,70.8,Deep,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0281,Solinas Integrity,robotics / water-sanitation infra (pipeline + septic-tank robots),"Series A (ESTIMATE — Series A1 reported via social snippet only, unverified)",Chennai,Tamil Nadu,2018,8,14.6,Candidate,16.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0282,Covrzy,insurtech b2b,,Bengaluru,Karnataka,2022,4,8.3,Candidate,10.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0283,IndiQube,proptech / flex workspace (managed offices),listed,Bengaluru,Karnataka,,,87.5,Intelligence-grade,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0284,Smartworks,proptech coworking,Public (listed NSE/BSE July 2025),Gurugram,Haryana,2016,10,43.8,Enriched,100.0,60,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0285,Amnex Infotechnologies (Amnex),govtech saas,Private (growth stage),Ahmedabad,Gujarat,2008,18,52.1,Enriched,86.7,60,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0286,MakeMyTrip,travel-tech,Public (NASDAQ: MMYT),Gurugram,Haryana,2000,26,41.7,Enriched,86.7,60,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0287,Spinny,auto/used cars,"Public (converting to public company, IPO planned CY27)",Gurugram,Haryana,2015,11,45.8,Enriched,86.7,80,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0288,Traqo,logistics saas,Seed,Gurugram,Haryana,2022,4,47.9,Enriched,73.3,80,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0289,Trevel,ev mobility premium,Seed,Gurugram,Haryana,2025,1,45.8,Enriched,86.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0290,Runable,ai agents,Series A,Bengaluru,Karnataka,2025,1,87.5,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0291,GreenLine,environment/logistics tech,Series A,Mumbai,Maharashtra,2021,5,45.8,Enriched,86.7,60,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0292,IDfy,regtech/id verification,"Private (Series F, IPO-ready)",Mumbai,Maharashtra,2011,15,50.0,Enriched,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0293,QWEEN,d2c/jewellery,Series A,Bengaluru,Karnataka,2024,2,52.1,Enriched,86.7,80,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0294,The Whole Truth,D2C / healthy snacks,growth,Mumbai,Maharashtra,,,10.4,Candidate,6.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0295,WinZO,gaming / real-money,late,New Delhi,,,,18.8,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0296,Nestasia,ecommerce / home decor D2C,early-growth,Kolkata,West Bengal,2019,7,79.2,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0297,Zettaone,semiconductors / electronics manufacturing,growth,Krishnagiri,,,,16.7,Candidate,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0298,Landeed,proptech / property title search,early,Hyderabad,Telangana,,,16.7,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0299,Milky Mist,dairy / processed foods,listed,Erode / Perundurai,,,,18.8,Candidate,10.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0300,QuickShift,logistics / D2C fulfillment,early,Gurugram,Haryana,,,12.5,Candidate,20.0,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0301,Atlan,SaaS / data collaboration & governance,late,New Delhi,,,,22.9,Basic,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0302,CHOSEN (skin/hair),D2C beauty / science-led skincare,early,Chennai,Tamil Nadu,,,12.5,Candidate,10.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0303,Big Mishra,food / ethnic sweets,growth,UNKNOWN,,,,18.8,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0304,Centricity,wealthtech,Series A,Gurugram,Haryana,2023,3,27.1,Basic,66.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0305,Graph AI,AI / healthtech (pharmacovigilance),Series A,Pleasanton,,2024,2,70.8,Deep,66.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0306,GROWiT India,agritech (crop protection / protected cultivation),Series A,Surat,,2020,6,27.1,Basic,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0307,Mindgrove Technologies,semiconductors,Series A,Chennai,Tamil Nadu,,,68.8,Deep,80.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0308,NeoGeo,geospatial intelligence,Series A,Gurugram,Haryana,2019,7,14.6,Candidate,66.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0309,Kepler Aerospace,spacetech,Seed,Bengaluru,Karnataka,2018,8,77.1,Intelligence-grade,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0310,CARS24,auto marketplace | used cars,Unicorn,Gurugram,Haryana,,,79.2,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0311,DealShare,social commerce,,Jaipur,Rajasthan,,,6.2,Candidate,33.3,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0312,Chakr Innovation,cleantech (emission control),Series C,Delhi NCR,Delhi,,,20.8,Basic,16.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0313,Dhruva Space,spacetech infra,Growth (institutional space-tech fund backed),Hyderabad,Telangana,2012,14,20.8,Basic,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0314,Nawgati,fuel-tech,Series A,Delhi NCR,Delhi,,,29.2,Basic,50.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0315,Zaggle,fintech/spend management,Listed,Hyderabad,Telangana,,,20.8,Basic,50.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0316,R for Rabbit,d2c baby products,Growth,Ahmedabad,Gujarat,2014,12,89.6,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0317,BharatAgri,agritech,,Bengaluru,Karnataka,,,6.2,Candidate,16.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0318,BluSmart,ev ride-hailing,,Ahmedabad,Gujarat,,,6.2,Candidate,13.3,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0319,Yantra Packs,logistics packaging,Seed,Gurugram,Haryana,,,16.7,Candidate,60.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0320,Cradlewise,d2c / baby tech,Series A,Bengaluru,Karnataka,,,83.3,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0321,Jaipur Robotics,robotics / computer vision,Seed,"Manno, Switzerland",,,,16.7,Candidate,60.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0322,InsuranceDekho,insurtech,Growth,Gurugram,Haryana,,,83.3,Intelligence-grade,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0323,MOPP Foods (Moppfoods),foodtech cloud kitchen,Growth,Gurugram,Haryana,2019,7,16.7,Candidate,40.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0324,RenewBuy,insurtech,,Gurugram,Haryana,2015,11,8.3,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0325,Yubi,fintech/debt marketplace,unicorn,Chennai,Tamil Nadu,2020,6,27.1,Basic,60.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0326,Guickly,AI,seed,Bengaluru,Karnataka,2026,0,29.2,Basic,40.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0327,Zoplar,healthtech,,Unknown,,,,8.3,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0328,Navata Supply Chain Solutions,logistics last-mile,early_growth,Hyderabad,Telangana,2020,6,29.2,Basic,40.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0329,Astra,AI agents SaaS,,Unknown,,,,8.3,Candidate,16.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0330,mPokket,fintech/lending,growth,Kolkata,West Bengal,2016,10,27.1,Basic,40.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0331,StockEdge/Kredent,fintech/market analytics,growth,Kolkata,West Bengal,,,27.1,Basic,40.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0332,EyeROV,robotics marine,growth,Kochi,Kerala,,,33.3,Basic,80.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0333,iHub Robotics,robotics humanoid,early,Kochi,Kerala,,,29.2,Basic,30.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0334,AU Small Finance Bank,,,Jaipur,Rajasthan,,,6.2,Candidate,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0335,Climatech Environment,,,Jaipur,Rajasthan,,,6.2,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0336,Finova Capital,,,Jaipur,Rajasthan,,,6.2,Candidate,10.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0337,Garuda Aerospace,,,Chennai,Tamil Nadu,,,6.2,Candidate,20.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0338,Hisabkitab,saas accounting,Seed,Surat,Gujarat,,,31.2,Basic,50.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0339,Pickkup,ev logistics,Seed,Chandigarh,Chandigarh,,,35.4,Basic,50.0,40,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0340,ShopKirana,b2b retail supply,Acquired,Indore,Madhya Pradesh,2015,11,37.5,Basic,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0341,Theater,fashion / d2c,Series A,Chandigarh,Chandigarh,2021,5,33.3,Basic,50.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0342,Advaita Interactive,,,Kolkata,West Bengal,,,6.2,Candidate,20.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0343,Lissun,mental health / healthtech,Series A,Gurugram,Haryana,2021,5,22.9,Basic,70.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0344,Aeron Systems,aerospace / defence deeptech,Pre-Series B,Pune,Maharashtra,,,20.8,Basic,70.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0345,Alle,AI fashion / e-commerce,Shut down,Bengaluru,Karnataka,2023,3,27.1,Basic,60.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0346,Altigreen,electric mobility / EV powertrain,Growth,Bengaluru,Karnataka,,,14.6,Candidate,50.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0347,Clear (ClearTax),fintech saas,Late-stage / Unicorn,Bengaluru,Karnataka,2011,15,25.0,Basic,80.0,0,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0348,Gramophone,agritech advisory,Merged,Indore,Madhya Pradesh,,,16.7,Candidate,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0349,Indrajaal,defence/counter-drone ai,Growth,Hyderabad,Telangana,,,25.0,Basic,80.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0350,Leap India,supply chain / pallets,Listed,Bengaluru,Karnataka,,,22.9,Basic,86.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0351,Ola Electric,ev (listed),Listed,Bengaluru,Karnataka,,,22.9,Basic,86.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0352,Rilo,martech / ai,Acquired,Mumbai,Maharashtra,,,25.0,Basic,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0353,Sanlayan Technologies,defence electronics,Series A,Bengaluru,Karnataka,2023,3,20.8,Basic,100.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0354,Shopflo,fintech / checkout,acquired,Bengaluru,Karnataka,2021,5,25.0,Basic,73.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0355,smallest.ai,ai/voice,Series A,San Francisco,"California, USA",2023,3,31.2,Basic,83.3,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0356,Dv2js Innovation,defence tech,funded,Delhi,Delhi,2018,8,25.0,Basic,26.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0357,4700BC,d2c foods,acquired,Mumbai,Maharashtra,2012,14,29.2,Basic,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0358,Dunzo,hyperlocal delivery / quick commerce,,Bengaluru,Karnataka,2015,11,8.3,Candidate,33.3,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0359,GamesKraft,gaming rmg,late stage,Bengaluru,Karnataka,2017,9,27.1,Basic,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0360,Good Glamm Group,d2c beauty (roll-up),,Mumbai,Maharashtra,2021,5,8.3,Candidate,36.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0361,Head Digital Works,gaming rmg (a23),late stage,Hyderabad,Telangana,2005,21,29.2,Basic,56.7,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0362,Hike,gaming / web3,,Bengaluru,Karnataka,2012,14,8.3,Candidate,36.7,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0363,KiranaClub,b2b commerce,acquired,Bengaluru,Karnataka,,,27.1,Basic,100.0,0,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0364,Log9 Materials,battery tech / deep-tech,Insolvency (2025),Bengaluru,Karnataka,,,18.8,Candidate,70.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0365,PokerBaazi,online gaming / RMG,Late stage,Kolkata,West Bengal,2014,12,18.8,Candidate,86.7,100,low,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0366,Pync,quick home services,Shut down (2026),Bengaluru,Karnataka,2023,3,25.0,Basic,90.0,100,none,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0367,Zupee,gaming rmg,late-stage,Bengaluru,Karnataka,2018,8,81.2,Intelligence-grade,100.0,100,high,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
S0368,Vicharak,High Tech / Edge Computing,Seed,Surat,Gujarat,2021,5,60.4,Deep,100.0,100,moderate,DERIVED analytics view of STARTUPS+SCORES; no new claims; sample=tracked universe (368).
