company_name,canonical_key,all_names,city,state,sector_guess,stage_guess,funding_musd_hint,valuation_musd_hint,founders_hint,status_hint,why_notable,freq,discovery_urls,sources_files,priority_score,startup_id
C2i Semiconductors,c2i semiconductors,C2i Semiconductors,Bengaluru,Karnataka,semiconductor power,early,10.0,0.0,Ram Anant,active,TI veterans; AI-DC power,1,https://m.economictimes.com/tech/technology/92-million-and-counting-for-indian-semicon-trailblazers-in-just-five-months-of-2026/amp_articleshow/131448304.cms,d2_sectors.json,57.6,S0152
CynLr,cynlr,CynLr,Bengaluru,Karnataka,robotics vision,Series A,10.0,0.0,"Nikhil Ramaswamy, Gokul N A (known)",active,Pavestone-led visual robotics,1,http://robotics247.com/article/cynlr_indian_deep_tech_robotics_startup_raises_10m_series_a_funding,d2_sectors.json,57.6,S0153
Skydo,skydo,Skydo,Bengaluru,Karnataka,fintech cross-border,Series A,10.0,0.0,,active,Susquehanna-led Series A,1,https://inc42.com/buzz/from-fibe-to-smart-joules-indian-startups-raised-127-mn-this-week/,d2_sectors.json,57.6,S0154
Smart Joules,smart joules,Smart Joules,Bengaluru,Karnataka,climate energy efficiency,Series B,10.0,0.0,,active,SBI Ventures-led Series B,1,https://inc42.com/buzz/from-fibe-to-smart-joules-indian-startups-raised-127-mn-this-week/,d2_sectors.json,57.6,S0155
VerveSemi (Vervesemi),vervesemi vervesemi,VerveSemi (Vervesemi),Bengaluru,Karnataka,semiconductor motor control,early,10.0,0.0,,active,BLDC/EV motor ICs,1,https://m.economictimes.com/tech/technology/92-million-and-counting-for-indian-semicon-trailblazers-in-just-five-months-of-2026/amp_articleshow/131448304.cms,d2_sectors.json,57.6,S0156
Butterfly Learnings,butterfly learnings,Butterfly Learnings,Mumbai,Maharashtra,healthtech,Pre-Series B,6.7,0.0,,ACTIVE — Rs 65cr Pre-Series B Aug 2026 led Inflexor,"EVENT: Rs 65cr Pre-Series B (Aug 2026), paediatric behavioural health",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-17-aug-22-12412429,d3_events_recency.json,57.3,S0157
Sugar Cosmetics,sugar cosmetics,Sugar Cosmetics,Mumbai,Maharashtra,d2c beauty,Series D,15.2,9.04191616766467,"Vineeta Singh, Kaushik Mukherjee","ACTIVE — Rs 144.5cr from A91 Partners Sep 2026 at Rs 755cr valuation, down 75% from Rs 3000cr (valuation reset)",EVENT: Rs 144.5cr raise (Sep 2026) at 75% valuation markdown — D2C reset story,1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-31-sep-05-12495074,d3_events_recency.json,57.1,S0158
Graas.ai (Graas),graas ai graas,Graas.ai (Graas),Bengaluru,Karnataka,ai ecommerce growth,Series B,9.0,0.0,,active,Tin Men-led Series B,1,https://inc42.com/buzz/from-truemeds-to-ultraviolette-indian-startups-raised-272-mn-this-week,d2_sectors.json,57.0,S0159
Beepkart,beepkart,Beepkart,Bengaluru,Karnataka,used two-wheelers,shutdown,20.0,0.0,,SHUTDOWN Aug 2025 — thin margins + high opex; 150 laid off; Stellaris/Chiratae-backed,"EVENT: shutdown Aug 2025, 150 jobs lost",1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,56.8,S0160
Agrani Labs,agrani labs,Agrani Labs,Bengaluru,Karnataka,semiconductor ai gpu,Seed,8.0,0.0,"Dheemanth Nagaraj, Ashok Jagannathan, Srikanth Nimmagadda, Rajesh Vivekanandham",active,Intel/AMD veterans; Vinod Dham advisor,1,https://www.entrepreneurindia.com/blog/en/news/ai-semiconductor-startup-agrani-labs-secures-usd-8-mn-seed-funding.59019,d2_sectors.json,56.3,S0161
Mokobara,mokobara,Mokobara,Bengaluru,Karnataka,d2c travel goods,Series C,17.8,0.0,,ACTIVE — Rs 170cr Series C Sep 2026 led Sauce.VC; Peak XV; part-secondary for ESOPs; 52 stores,"EVENT: Rs 170cr Series C incl. secondary (Sep 2026), luggage brand",1,https://indianstartupnews.com/funding/indian-startups-raised-over-412-million-from-september-7-to-september-12-2026-pixxel-tops-the-list-12528949,d3_events_recency.json,56.1,S0162
XpressBees,xpressbees,XpressBees,Pune,Maharashtra,logistics,Unicorn,280.0,1500.0,,Private,Pune logistics unicorn,1,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html,d1_hubs_unicorns.json,56.0,S0163
Fundly.ai,fundly ai,Fundly.ai,Mumbai,Maharashtra,fintech / b2b pharma,early,4.9,0.0,,"ACTIVE — $4.9M Sep 2026 from Accel, Multiply Ventures","EVENT: $4.9M round (Sep 2026), B2B pharma distribution",1,https://indianstartupnews.com/funding/indian-startups-raised-over-412-million-from-september-7-to-september-12-2026-pixxel-tops-the-list-12528949,d3_events_recency.json,55.6,S0164
Mitigata,mitigata,Mitigata,Bengaluru,Karnataka,cybersecurity,early,15.0,0.0,,active,Cybersecurity Bessemer round,1,https://m.economictimes.com/tech/funding/india-tech-funding-rises-12-to-7-2-billion-in-h1-2026-report/articleshow/131989035.cms,d2_sectors.json,55.1,S0165
Refold AI,refold ai,Refold AI,Bengaluru,Karnataka,ai devtools,Seed,6.5,0.0,,active,Eniac/Tidal-led seed,1,https://inc42.com/buzz/from-truemeds-to-ultraviolette-indian-startups-raised-272-mn-this-week,d2_sectors.json,55.1,S0166
RentoMojo,rentomojo,RentoMojo,Bengaluru,Karnataka,furniture rental,IPO,15.04191616766467,0.0,,"IPO — Rs 1256cr IPO Sep 2026, subscribed 1.97x on Day 1 (NII 3.87x, retail 2.05x)",EVENT: IPO Sep 2026 subscribed 1.97x day 1,1,https://startuptalky.com/news/daily-indian-funding-roundup-key-news-10-september-2026/,d3_events_recency.json,55.1,S0167
Blinkit,blinkit,Blinkit,Gurugram,Haryana,quick commerce,Acquired,1300.0,0.0,Albinder Dhindsa,Acquired by Zomato,Quick-commerce; Zomato subsidiary,1,https://www.failory.com/startups/gurgaon,d1_hubs_unicorns.json,55.0,S0168
Juniper Green Energy,juniper green energy,Juniper Green Energy,Gurugram,Haryana,climate/energy,Growth,1500.0,0.0,,Private,Large energy financing,1,https://www.failory.com/startups/gurgaon,d1_hubs_unicorns.json,55.0,S0169
Serentica Renewables,serentica renewables,Serentica Renewables,Gurugram,Haryana,climate/renewables,Growth,1900.0,0.0,,Private,Best-funded Gurugram climate co,1,https://www.failory.com/startups/gurgaon,d1_hubs_unicorns.json,55.0,S0170
Swiggy,swiggy,Swiggy,Bengaluru,Karnataka,food delivery/quick commerce | foodtech / quick commerce,Public,0.0,8400.0,,ACTIVE — agreed to sell Lynk Logistics to Udaan for Rs 500cr (Sep 2026) | IPO 2024,IPO 2024,2,https://dealroom.co/unicorns/india/;https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-sep-07-sep-12-12523070,d1_hubs_unicorns.json;d3_events_recency.json,55.0,S0171
Bonkers Corner,bonkers corner,Bonkers Corner,Mumbai,Maharashtra,d2c streetwear,Series A,10.5,48.0,Shubham Gupta,active,INR 123Cr FY25 + profit,1,https://foundersday.co/india-startup-funding-for-series-a-deals/india-d2c-startups-series-a?7b395273_page=3,d2_sectors.json,54.9,S0172
immunitoAI,immunitoai,immunitoAI,Bengaluru,Karnataka,ai drug discovery,Series A,6.1,0.0,,active,AI therapeutics,1,https://medicalbuyer.co.in/indias-healthtech-sector-raises-usd-9-9-billion-in-2025,d2_sectors.json,54.8,S0173
BigEndian Semiconductors,bigendian semiconductors,BigEndian Semiconductors,Bengaluru,Karnataka,semiconductor,Pre-Series A,6.0,0.0,,active,IAN Alpha-led,1,http://inc42.com/buzz/from-skyroot-to-pronto-indian-startups-raised-132-mn-this-week,d2_sectors.json,54.7,S0174
Mojro Technologies,mojro technologies,Mojro Technologies,Bengaluru,Karnataka,logistics saas ai,Series A,5.5,0.0,Kishan Aswath,active,IAN Alpha + Dallas VC,1,https://indianstartupnews.com/funding/logistics-tech-startup-mojro-technologies-raises-55-million-for-global-expansion-product-innovation-11775431,d2_sectors.json,54.2,S0175
Neo (Neo Investment Value Advisors),neo neo investment value advisors,Neo (Neo Investment Value Advisors),Mumbai,Maharashtra,wealth management/fintech,Unicorn,0.0,1245.508982035928,,Private,Wealth-management unicorn 2026,1,https://blog.privatecircle.co/who-joined-indias-unicorn-club-january-june-2026/,d1_hubs_unicorns.json,54.0,S0176
Capillary Technologies,capillary technologies,Capillary Technologies,Bengaluru,Karnataka,saas/customer engagement,Pre-IPO,5.149700598802395,0.0,"Aneesh Reddy, Anant Choubey",Private,ET Comeback Kid; IPO-bound,1,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/the-economic-times-startup-awards-2025-and-the-big-winners-are/articleshow/123621820.cms,d1_hubs_unicorns.json,53.8,S0177
PowerUp Money,powerup money,PowerUp Money,Bengaluru,Karnataka,wealthtech mf advisory,early,12.0,0.0,Prateek Jindal,active,Ex-Uni Cards founder,1,https://m.economictimes.com/tech/funding/wealthtech-startup-powerupmoney-secures-12-million-funding-from-peak-xv-partners-others/articleshow/126116129.cms,d2_sectors.json,53.7,S0178
Truva,truva,Truva,Mumbai,Maharashtra,proptech listings,early,8.6,0.0,"Singhal, Puneet Arora, Ankit Gupta",active,Stellaris-backed; 211 deals,1,https://inc42.com/buzz/proptech-startup-truva-nets-9-mn-to-expand-beyond-mumbai/,d2_sectors.json,53.7,S0179
Tsavorite,tsavorite,Tsavorite,Bengaluru,Karnataka,ai infra,Seed/early,5.0,0.0,,active,AI infra $5M week of May 4 2026,1,http://inc42.com/buzz/from-skyroot-to-pronto-indian-startups-raised-132-mn-this-week,d2_sectors.json,53.7,S0180
Inox Clean Energy,inox clean energy,Inox Clean Energy,Noida,Uttar Pradesh,climate renewables,Series D,344.0,0.0,,active,Large 2026 climate round,1,https://m.economictimes.com/tech/funding/indias-climate-tech-funding-reaches-12-8-billion-across-1583-startups-17-years/amp_articleshow/131591378.cms,d2_sectors.json,53.0,S0181
Raphe mPhibr,raphe mphibr,Raphe mPhibr,Noida,Uttar Pradesh,defence drones,Series B,100.0,0.0,"Vivek Mishra, Vikash Mishra (known)",active,Drove defence record year,1,https://www.business-standard.com/industry/news/defence-startup-funding-doubles-to-record-247-million-in-2025-tracxn-126012801538_1.html,d2_sectors.json,53.0,S0182
Battery Smart,battery smart,Battery Smart,Gurugram,Haryana,ev battery swapping,Series C,19.5,0.0,,ACTIVE — $19.5M Series C Aug 2026 led Rising Tide | active,"EVENT: $19.5M Series C (Aug 2026), battery swapping",2,https://indianstartupnews.com/funding/battery-smart-raises-15-million-in-debt-funding-to-scale-ev-infrastructure-across-india-11774967;https://startuptalky.com/indian-startups-funding-investors-data-2026/,d2_sectors.json;d3_events_recency.json,52.7,S0183
Carrum Mobility,carrum mobility,Carrum Mobility,Bengaluru,Karnataka,mobility / fleet management,Series B,10.0,0.0,,ACTIVE — $10M Series B Sep 2026 led by Uber (2nd Uber investment in 2026),EVENT: $10M Series B (Sep 2026) led by Uber; fleet for ride-hailing drivers,1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-sep-07-sep-12-12523070,d3_events_recency.json,52.6,S0184
Elivaas,elivaas,Elivaas,Bengaluru,Karnataka,travel villas,Series B,10.0,0.0,,active,Vertex-led villas,1,https://inc42.com/buzz/from-truemeds-to-ultraviolette-indian-startups-raised-272-mn-this-week,d2_sectors.json,52.6,S0185
nCore Games,ncore games,nCore Games,Bengaluru,Karnataka,gaming studio,Series A,10.0,0.0,Vishal Gondal (known),active,FAU-G; Web3 expansion,1,https://pressinsider.com/gaming-startups-that-are-unlocking-new-levels-as-they-soar-ahead,d2_sectors.json,52.6,S0186
Stimuler AI,stimuler ai,Stimuler AI,Bengaluru,Karnataka,edtech ai tutor,Seed,3.7,0.0,,active,AI English tutor,1,https://m.economictimes.com/tech/startups/driven-by-ai-edtech-funding-rebounds-with-5x-surge-in-h1-2025/articleshow/123884905.cms,d2_sectors.json,52.1,S0187
Zerodha,zerodha,Zerodha,Bengaluru,Karnataka,fintech/broking,Profitable private,0.0,9000.0,"Nithin Kamath, Nikhil Kamath",Private,Largest discount broker; bootstrapped,1,https://www.businessoutreach.in/most-valuable-startups-in-india/,d1_hubs_unicorns.json,52.0,S0188
General Autonomy,general autonomy,General Autonomy,Bengaluru,Karnataka,robotics,Seed,3.6,0.0,,active,Elevation + India Quotient seed,1,http://inc42.com/buzz/from-skyroot-to-pronto-indian-startups-raised-132-mn-this-week,d2_sectors.json,51.9,S0189
Otipy,otipy,Otipy,Delhi NCR,Delhi,agritech / farm-to-fork,shutdown,44.0,0.0,,SHUTDOWN May 2025 — failed fundraise; ~300 staff unpaid; WestBridge-backed,"EVENT: shutdown May 2025, cash crunch; 300 jobs lost",1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,51.8,S0190
QOSMIC,qosmic,QOSMIC,Bengaluru,Karnataka,spacetech data,Seed,3.3,0.0,,active,Space data bottleneck,1,https://m.economictimes.com/tech/funding/india-tech-funding-rises-12-to-7-2-billion-in-h1-2026-report/articleshow/131989035.cms,d2_sectors.json,51.5,S0191
Hachidori Robotics,hachidori robotics,Hachidori Robotics,Bengaluru,Karnataka,robotics amr,Seed,3.09,0.0,,active,Indoor nav robots; 16 patents,1,https://pitchbook.com/profiles/company/522590-41,d2_sectors.json,51.2,S0192
TransBnk,transbnk,TransBnk,Gurugram,Haryana,fintech infra,early,25.0,0.0,Vaibhav Tambe (known),active,Banking infra Bessemer round,1,https://m.economictimes.com/tech/funding/ettech-deals-digest-startups-raise-914-million-in-august-down-48-on-year/articleshow/123587167.cms,d2_sectors.json,51.2,S0193
Olee Space,olee space,Olee Space,Bengaluru,Karnataka,spacetech,Seed,3.0,0.0,,active,Rockstud seed,1,https://inc42.com/buzz/from-truemeds-to-ultraviolette-indian-startups-raised-272-mn-this-week,d2_sectors.json,51.0,S0194
Atlys,atlys,Atlys,Delhi NCR,Delhi,travel-tech/visas,Growth,36.0,0.0,,Private,Visa-platform raise Q1 2026,1,https://entrackr.com/report/quarterly-funding-report/indian-startup-funding-climbs-to-nearly-4-bn-in-q1-2026-powered-by-neysa-and-early-stage-deals-11445029,d1_hubs_unicorns.json,50.5,S0195
Goldi Solar,goldi solar,Goldi Solar,Mumbai,Maharashtra,climate solar,growth,1.652694610778443,0.0,,active,Solar strategic infusion,1,https://blog.privatecircle.co/india-startup-funding-weekly-aug-15-21-2025,d2_sectors.json,50.4,S0196
Kiwi (Gokiwi Tech),kiwi gokiwi tech,Kiwi (Gokiwi Tech),Bengaluru,Karnataka,fintech credit cards,Series B,2.502994011976048,0.0,"Anup Agrawal, Mohit Bedi, Siddharth Mehta (known)",active,Vertex/Nexus/Stellaris Series B,1,https://blog.privatecircle.co/india-startup-funding-weekly-aug-15-21-2025,d2_sectors.json,50.2,S0197
Circolife,circolife,Circolife,Mumbai,Maharashtra,cleantech / cooling,Pre-Series A,4.5,0.0,,"ACTIVE — $4.5M Sep 2026, Cooling-as-a-Service","EVENT: $4.5M round (Sep 2026), Cooling-as-a-Service",1,https://sahyadristartups.com/spotlight/india-startup-funding-reaches-258-6-million-in-sep-4-10-week-pixxel-leads-with-100-million/,d3_events_recency.json,50.1,S0198
Agnikul Cosmos (AgniKul),agnikul cosmos agnikul,Agnikul Cosmos (AgniKul),Chennai,Tamil Nadu,spacetech launch,Series C,75.5,0.0,"Srinath Ravichandran, Satyanarayanan Chakravarthy",active,3D-printed semi-cryo engines; IITM,1,https://platform.tracxn.com/a/d/company/59ca1518e4b02e35849deeda/agnikul?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,50.0,S0199
Aurm,aurm,Aurm,Mumbai,Maharashtra,proptech services,Series A,4.4,0.0,,active,Earth Fund-led Series A,1,http://inc42.com/buzz/from-skyroot-to-pronto-indian-startups-raised-132-mn-this-week,d2_sectors.json,50.0,S0200
Syfe,syfe,Syfe,Gurugram,Haryana,wealthtech,growth,80.0,0.0,Dhruv Arora (known),active,"SG-HQ, Gurugram tech HQ",1,https://entrackr.com/report/indias-wealthtech-funding-climbs-to-634-mn-in-202425-10954686,d2_sectors.json,50.0,S0201
Prozo,prozo,Prozo,Gurugram,Haryana,logistics supply chain,growth,20.0,0.0,Ashvini Jakhar,active,Rohit Sharma investor; 42 warehouses,1,https://m.economictimes.com/news/company/corporate-trends/rohit-sharma-backs-logistics-startup-prozo-amid-indias-supply-chain-boom/articleshow/122042804.cms,d2_sectors.json,49.8,S0202
Jurisphere.ai,jurisphere ai,Jurisphere.ai,Bengaluru,Karnataka,legaltech ai,Seed,2.2,0.0,"Varun Khandelwal, Manas Khandelwal, Sumit Ghosh",active,Legal AI + marketplace,1,https://foundersday.co/startupfunding/india-vc-funding-tracker-for-ai-startups?74bb1511_page=8,d2_sectors.json,49.6,S0203
The Energy Company,the energy company,The Energy Company,Bengaluru,Karnataka,ev battery intel,Pre-Series A,2.0,0.0,,active,Flexi battery platform,1,https://mercomindia.com/ev-battery-firm-the-energy-company-raises-2-million-in-pre-series-a-funding,d2_sectors.json,49.2,S0204
Spike AI,spike ai,Spike AI,Bengaluru,Karnataka,ai,Pre-Seed,1.9,0.0,,active,Sorin-led pre-seed,1,https://inc42.com/buzz/from-truemeds-to-ultraviolette-indian-startups-raised-272-mn-this-week,d2_sectors.json,48.9,S0205
Physics Wallah,physics wallah,Physics Wallah,Noida,Uttar Pradesh,edtech k-12,Series D,102.0,0.0,"Alakh Pandey, Prateek Maheshwari (known)",active,Top K-12 edtech; Xylem stake 77%,1,https://tracxn.com/d/explore/k-12-edtech-startups-in-india/__O_iZ1Gg-3BLMMpJWwFuUCQt6IqZuoIuTXbodzLf-L-I,d2_sectors.json,48.0,S0206
Arivihan,arivihan,Arivihan,Bengaluru,Karnataka,edtech vernacular,Seed,4.17,0.0,,active,Vernacular AI coaching,1,https://m.economictimes.com/tech/startups/driven-by-ai-edtech-funding-rebounds-with-5x-surge-in-h1-2025/articleshow/123884905.cms,d2_sectors.json,47.7,S0207
Netrasemi (NetraSemi),netrasemi netrasemi,Netrasemi;Netrasemi (NetraSemi),Bengaluru,Karnataka,semiconductor soc,early,1.281437125748503,0.0,,active,DLI star; vision/IoT chips,2,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2147821;https://inc42.com/startups/2025-in-review-the-best-of-inc42s-30-startups-to-watch/,d2_sectors.json,47.4,S0208
Arohan Financial Services,arohan financial services,Arohan Financial Services,Kolkata,West Bengal,fintech/microfinance,Growth,64.1,0.0,,Private,Kolkata #2 funded,1,https://inc42.com/lists/top-30-funded-startups-in-kolkata-2026/,d1_hubs_unicorns.json,47.0,S0209
Ather Energy,ather energy,Ather Energy,Bengaluru,Karnataka,ev/2-wheeler,IPO,0.0,6400.0,"Tarun Mehta, Swapnil Jain",IPO 2025,EV OEM IPO 2025,1,https://inc42.com/features/indian-unicorn-tracker-funding-investors-revenue-and-more/,d1_hubs_unicorns.json,47.0,S0210
Nexedge Capital,nexedge capital,Nexedge Capital,Delhi NCR,Delhi,wealthtech,early,20.0,0.0,,ACTIVE — $20M maiden round Aug 2026 led Mirae Asset + Elev8,"EVENT: $20M maiden round (Aug 2026), wealth management",1,https://entrackr.com/report/weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-24-aug-29-12451075,d3_events_recency.json,46.8,S0211
Shiprocket,shiprocket,Shiprocket,Delhi NCR,Delhi,logistics tech,IPO,19.365269461077844,0.0,,LISTED/IPO — Rs 1617cr IPO opened Aug 12 2026 (band Rs 92-97); listed at premium per Entrackr Aug monthly,"EVENT: IPO Aug 12 2026 (Rs 1617cr), listed at premium",1,https://www.fortuneindia.com/markets/august-turns-ipogust-as-11-firms-line-up-to-raise-21272-cr-dhoot-transmission-shiprocket-milky-mist-4-others-to-open-this-week/152917,d3_events_recency.json,46.6,S0212
Navana.ai,navana ai,Navana.ai,Mumbai,Maharashtra,ai / voice ai,Series A,0.47904191616766467,0.0,,ACTIVE — Rs 40cr Series A Sep 2026 led Ronnie Screwvala; sovereign voice AI for regulated enterprises,EVENT: Rs 40cr Series A (Sep 2026) backed by Ronnie Screwvala,1,https://beststartup.in/india-startup-funding-september-2026-week-one/,d3_events_recency.json,46.5,S0213
Lickicious,lickicious,Lickicious,Mumbai,Maharashtra,petcare d2c,early,2.0,0.0,,ACTIVE — Rs 19cr Sep 2026 led Prath Ventures,"EVENT: Rs 19cr round (Sep 2026), pet food",1,https://indianstartupnews.com/funding/indian-startups-raised-over-412-million-from-september-7-to-september-12-2026-pixxel-tops-the-list-12528949,d3_events_recency.json,46.2,S0214
PumPumPum,pumpumpum,PumPumPum,Mumbai,Maharashtra,travel used-cars,Pre-Series A,2.0,0.0,,active,LC Nueva-led travel/auto,1,https://inc42.com/buzz/from-pee-safe-to-etherealx-indian-startups-raised-269-mn-this-week/,d2_sectors.json,46.2,S0215
BimaKavach,bimakavach,BimaKavach,Bengaluru,Karnataka,insurtech b2b,Seed,3.0,16.7,Tejas Jain,active,Commercial insurance brokerage,1,https://platform.tracxn.com/a/d/company/589276bfe4b0023d79049816/bimakavach?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,46.0,S0216
CtrlS,ctrls,CtrlS,Bengaluru,Karnataka,datacentres,early,2.9940119760479043,0.0,,ACTIVE — Rs 250cr Aug 2026 incl Rs 200cr from Nikhil Kamath,"EVENT: Rs 250cr round (Aug 2026) with Nikhil Kamath Rs 200cr, datacentres",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-17-aug-22-12412429,d3_events_recency.json,46.0,S0217
Watch Your Health,watch your health,Watch Your Health,Mumbai MMR,Maharashtra,healthtech engagement,Series A,5.0,22.0,"Ratheesh Nair, Jay Patel",active,Payer/pharma engagement platform,1,https://platform.tracxn.com/a/d/company/56031832e4b0fee07ae2ef71/watch%20your%20health?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,45.7,S0218
TrueFan AI,truefan ai,TrueFan AI,Gurugram,Haryana,enterprise ai video,Series A,10.0,0.0,,active,Baring PE + Z3Partners co-led,1,http://thesaasnews.com/news/truefan-ai-raises-10m-series-a,d2_sectors.json,45.6,S0219
Coulomb Litech,coulomb litech,Coulomb Litech,Mumbai,Maharashtra,ev battery heavy,Seed,0.23952095808383234,0.0,"Ameya Sathe, Darshil Dharod",active,IITK alumni; Navi Mumbai plant,1,https://indianstartupnews.com/funding/battery-technology-startup-coulomb-litech-raises-rs-20-crore-to-scale-manufacturing-capabilities-11146904,d2_sectors.json,45.4,S0220
Fermionic Design,fermionic design,Fermionic Design,Bengaluru,Karnataka,semiconductor satcom,early,0.5988023952095808,0.0,,active,Satcom chip,1,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2147821,d2_sectors.json,45.1,S0221
ANSCER Robotics,anscer robotics,ANSCER Robotics,Bengaluru,Karnataka,robotics industrial,early,0.5389221556886228,0.0,,active,AI industrial automation,1,https://indianstartupnews.com/tags/robotics,d2_sectors.json,44.8,S0222
Superleap AI,superleap ai,Superleap AI,Bengaluru,Karnataka,ai,Pre-Seed,0.4311377245508982,0.0,,active,Peak XV pre-seed,1,https://aistartupimpact.com/india-ai,d2_sectors.json,44.3,S0223
Fire AI (FireAI),fire ai fireai,Fire AI (FireAI),Mumbai,Maharashtra,ai saas decision intel,Seed,0.029940119760479042,0.0,"Vipul Prakash, Dharmendra Kumar Jha",active,Causal decision intel; IRCTC/GEM clients,1,https://foundersday.co/startupfunding/india-vc-funding-tracker-for-saas-startups,d2_sectors.json,44.2,S0224
Matter,matter,Matter;Matter (EV),Ahmedabad,Gujarat,ev motorcycles,growth,88.0,0.0,,"ACTIVE — $25M growth equity Aug 2026 (Helena, Capital 2B, Japan Airlines)","EVENT: $25M growth equity (Aug 2026), electric motorcycles",2,https://entrackr.com/report/weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-24-aug-29-12451075;https://inc42.com/lists/top-30-funded-startups-in-ahmedabad-2026/,d3_events_recency.json,44.2,S0225
Comet,comet,Comet,Mumbai,Maharashtra,d2c footwear,Series B,1.1976047904191616,0.0,"Utkarsh Gupta, Dishant Daryani","ACTIVE — Rs 100cr Series B Sep 2026 led Verlinvest; Elevation, Nexus","EVENT: Rs 100cr Series B (Sep 2026), D2C sneaker brand",1,https://beststartup.in/india-startup-funding-september-2026-week-one/,d3_events_recency.json,44.1,S0226
Balaji Wafers,balaji wafers,Balaji Wafers,,,consumer/fmcg snacks,Unicorn,784.1916167664672,4143.7125748502995,,Private,Traditional consumer unicorn via secondary,1,https://blog.privatecircle.co/who-joined-indias-unicorn-club-january-june-2026/,d1_hubs_unicorns.json,44.0,S0227
CleverTap,clevertap,CleverTap,Mumbai,Maharashtra,saas/customer engagement,Late/soonicorn,0.0,0.0,,Private,Mumbai SaaS anchor,1,https://blog.huntyourtribe.com/product-based-companies-in-mumbai-you-should-know-about-in-2026/,d1_hubs_unicorns.json,44.0,S0228
Drip Capital,drip capital,Drip Capital,Mumbai,Maharashtra,fintech/trade finance,Growth,0.0,0.0,,Private,Trade-finance fintech,1,https://blog.huntyourtribe.com/product-based-companies-in-mumbai-you-should-know-about-in-2026/,d1_hubs_unicorns.json,44.0,S0229
Kissht (OnEMI),kissht onemi,Kissht (OnEMI),Mumbai,Maharashtra,fintech lending,IPO,0.0,0.0,"Ranvir Singh, Krishnan Vishwanathan (known)",public,Fintech IPO H1 2026,1,https://www.cnbctv18.com/business/startup/funding-for-indias-fintech-startups-jumps-but-fewer-companies-get-the-money-19947265.htm,d2_sectors.json,44.0,S0230
Lenskart,lenskart,Lenskart,,,ecommerce/eyewear,IPO,850.0,13000.0,,IPO 2025,IPO 2025,1,https://dealroom.co/unicorns/india/,d1_hubs_unicorns.json,44.0,S0231
Neoble,neoble,Neoble,Mumbai,Maharashtra,fintech lending,Seed,0.0,1.76,,active,Loans-against-securities fintech,1,https://platform.tracxn.com/a/d/company/6659c7182a0a9d10e6bc4f8a/neoble?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,44.0,S0232
QubeHealth Pay (QubeHealth),qubehealth pay qubehealth,QubeHealth Pay (QubeHealth),Mumbai,Maharashtra,healthtech payments,Series A,0.0,0.0,"Chris George, Gagan Kapur",active,Healthcare payments + benefits,1,https://foundersday.co/india-startup-funding-for-series-a-deals/india-healthcare-startups-series-a,d2_sectors.json,44.0,S0233
Qure.ai,qure ai,Qure.ai,Mumbai,Maharashtra,healthtech/ai diagnostics,Growth,0.0,0.0,Prashant Warier,Private,ET Top Innovator 2025; AI diagnostics in 100+ countries,1,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/the-economic-times-startup-awards-2025-and-the-big-winners-are/articleshow/123621820.cms,d1_hubs_unicorns.json,44.0,S0234
Greenwave Circularity,greenwave circularity,Greenwave Circularity,Pune,Maharashtra,cleantech / circular economy,debt,31.5,0.0,,ACTIVE — $31.5M credit line from OeEB (Development Bank of Austria) Sep 2026 for PET recycling plant Odisha,"EVENT: $31.5M credit line (Sep 2026), PET recycling plant",1,https://yourstory.com/2026/09/weekly-funding-roundup-sept-5-11-vc-inflow-doubles-this-week,d3_events_recency.json,43.7,S0235
Shortgun Games,shortgun games,Shortgun Games,Mumbai,Maharashtra,gaming pc/console,Seed,1.0,0.0,"Jeet Chandan, Vidhit Mehta",active,Shooter game seed; stake in GiantDot,1,https://platform.tracxn.com/a/d/company/632c383196da52600b79cde9/shortgun%20games?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,43.5,S0236
