startup_id,company,funding_trend,revenue_trend,revenue_trend_basis,profitability_trend,profitability_period,hiring_trend,product_trend,conflicts_open,confidence,evidence_count,notes
S0188,Zerodha,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0189,General Autonomy,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=0;tech=2,0,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0190,Otipy,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0191,QOSMIC,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=3;tech=2,0,MEDIUM,6,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0192,Hachidori Robotics,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=3;tech=3,0,MEDIUM,8,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0193,TransBnk,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=0;tech=2,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0194,Olee Space,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=2;tech=1,1,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0195,Atlys,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=2,0,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0196,Goldi Solar,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=0;tech=1,1,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0197,Kiwi (Gokiwi Tech),MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=4;tech=1,17,HIGH,10,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0198,Circolife,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=2,1,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0199,Agnikul Cosmos (AgniKul),INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0200,Aurm,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",PROFITABLE,2026,INSUFFICIENT_DATA,products=1;tech=0,0,LOW,3,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0201,Syfe,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0202,Prozo,INSUFFICIENT_DATA,UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,0,MEDIUM,5,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0203,Jurisphere.ai,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0204,The Energy Company,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0205,Spike AI,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0206,Physics Wallah,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0207,Arivihan,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=4,0,MEDIUM,6,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0208,Netrasemi (NetraSemi),INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=4,0,MEDIUM,7,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0209,Arohan Financial Services,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=6;tech=0,5,HIGH,16,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0210,Ather Energy,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",LOSS-MAKING,2026,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,3,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0211,Nexedge Capital,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=9;tech=0,10,HIGH,13,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0212,Shiprocket,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0213,Navana.ai,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=6;tech=0,4,HIGH,11,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0214,Lickicious,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0215,PumPumPum,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=4;tech=0,3,HIGH,10,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0216,BimaKavach,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,2,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0217,CtrlS,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,2,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0218,Watch Your Health,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0219,TrueFan AI,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0220,Coulomb Litech,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0221,Fermionic Design,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=0;tech=2,0,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0222,ANSCER Robotics,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0223,Superleap AI,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0224,Fire AI (FireAI),INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0225,Matter,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0226,Comet,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=8;tech=0,4,HIGH,14,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0227,Balaji Wafers,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0228,CleverTap,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2024,INSUFFICIENT_DATA,products=9;tech=0,4,HIGH,15,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0229,Drip Capital,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,MEDIUM,6,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0230,Kissht (OnEMI),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,MEDIUM,9,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0231,Lenskart,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,HIGH,10,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0232,Neoble,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0233,QubeHealth Pay (QubeHealth),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,MEDIUM,4,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0234,Qure.ai,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=0;tech=2,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0235,Greenwave Circularity,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=0;tech=1,1,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0236,Shortgun Games,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,EVIDENCE_PRESENT,products=0;tech=1,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0237,Uolo,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=0;tech=2,0,MEDIUM,5,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0238,AgroStar,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=8;tech=1,8,HIGH,24,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0239,30 Sundays,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,0,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0240,Intellend Technologies Advisors,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0241,Arya.ag (Arya),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2026,INSUFFICIENT_DATA,products=5;tech=0,7,HIGH,17,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0242,Hubilo,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,1,LOW,3,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0243,ProFound (profound),INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=1;tech=0,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0244,Renee Cosmetics,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0245,Vini Cosmetics (Fogg),INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0246,Vecton AI,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=1",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=7;tech=0,0,HIGH,10,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0247,Dialflo,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0248,Ammunic Systems,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=3",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=6;tech=0,2,HIGH,12,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0249,ANS Commerce,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0250,BharatGPT/Hanooman (Reliance+IIT-Bombay),INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0251,Cellogen Therapeutics,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0252,Morphing Machines,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0253,NeuroPixel.AI,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0254,Niro,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0255,Niyo,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",LOSS-MAKING,2025,INSUFFICIENT_DATA,products=6;tech=0,7,HIGH,16,directions from grouped comparable FY series only; profitability basis=LOSS-MAKING
S0256,SatSure,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,products=7;tech=0,5,HIGH,18,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0257,Simpl,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0258,VerSe Innovation,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2023,INSUFFICIENT_DATA,products=9;tech=0,10,HIGH,19,directions from grouped comparable FY series only; profitability basis=PROFITABLE
S0259,Wow! Momo,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0260,ARC,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0261,InstaAstro,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0262,Iztri,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0263,Qila Games,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0264,Sasta Sundar,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0265,Astrotalk,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0266,CarDekho (GirnarSoft),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0267,SagarDefence Engineering,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0268,InRisk Labs (EarthRe),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0269,Videonetics,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0270,Drivn (DRIVN),MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0271,Turtlemint,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0272,ValuEnable,MULTI-ROUND (dated events; direction not inferred),INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0273,Wellbeing Nutrition,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0274,Alt Carbon,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0275,Alphadroid,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,1,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0276,Minfy Technologies,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,0,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0277,Celebal Technologies,INSUFFICIENT_DATA,INSUFFICIENT_DATA,">=2 distinct FYs, same metric+unit+currency; n_obs=0",INSUFFICIENT_DATA,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0,LOW,2,directions from grouped comparable FY series only; profitability basis=INSUFFICIENT_DATA
S0278,Tonbo Imaging,MULTI-ROUND (dated events; direction not inferred),UP,">=2 distinct FYs, same metric+unit+currency; n_obs=2",PROFITABLE,2026,INSUFFICIENT_DATA,products=10;tech=0,8,HIGH,20,directions from grouped comparable FY series only; profitability basis=PROFITABLE
