product_id,startup_id,name,category,description,b2b_b2c,pricing_model,launch_date,status,source_id,confidence,notes
PRD0350,S0070,Loans Against Mutual Funds (planned),lending,Planned LAP against mutual fund holdings,,,,planned,SRC00082,MEDIUM,
PRD0351,S0070,Navi UPI,payments,NPCI-approved TPAP; 4th largest UPI app in India; 947M transactions in July 2026,,free,2023-08,active,SRC01291,HIGH,
PRD0352,S0070,Cash Loan / Personal Loan,lending,Instant digital personal loan up to ₹20 lakh; APR 9%-35%; tenure 1-84 months; 100% paperless,,interest_rate (9%-35% p.a.),2020,active,SRC01301,HIGH,
PRD0353,S0070,Loan Against Property (LAP),lending,Loan against constructed properties up to ₹5 crore; interest rates up to 22%; tenure up to 20 years; LTV up to 70%,,interest_rate (up to 22% p.a.),2025,active,SRC01302,HIGH,
PRD0354,S0070,Health Insurance,insurance,Comprehensive health insurance plans up to ₹1 crore cover; monthly starting at ₹350,,premium (starting ₹350/month),2020,active,SRC01301,HIGH,
PRD0355,S0071,Ninja Mandi,B2B marketplace,Marketplace platform connecting farmers and traders for fresh produce; allows farmers to access multiple buyers and get better prices. Also includes Ginger & Coconut (GnC) business unit.,,marketplace commission,,active,SRC01316,HIGH,Referenced on ninjacart.com homepage as 'Ninja Mandi'; blog post about GnC team Nov 2024
PRD0356,S0071,Ninja Kirana,B2B retail app,B2B app for retailers to source fresh produce and staples directly from Ninjacart's supply chain.,,B2B commerce,,active,SRC01316,HIGH,Referenced on ninjacart.com homepage as 'Ninja Kirana'
PRD0357,S0071,Ninjacart (Fulfillment/Marketplace),Supply chain fulfillment,"Legacy fulfillment business connecting farmers to retailers and wholesalers, bypassing traders and aggregators. Primary revenue driver (60-70% of business as of Oct 2023).",,supply chain fees,2015,active,SRC01315,HIGH,"Also includes AI-based quality assessment, prediction and pricing for wastage minimization"
PRD0358,S0071,Ninjacart Global,Export-import arm,"Arm to connect exporters and importers of fresh produce; collaborating with emerging market companies (e.g., Brazil-based Arado) providing tech stack and expertise.",,tech services + equity stake,,active,SRC01315,HIGH,"Also has office in Kuala Lumpur, Malaysia"
PRD0359,S0071,Ninja Ventures,Investment arm,"Investing in emerging agri, agri-allied, commerce, and fintech startups; launched $25Mn Agri Seed Fund.",,venture investment,,active,SRC01316,HIGH,Also runs Ninjacart Startup Program (Dec 2024)
PRD0360,S0071,Tecxprt,SaaS acquisition,Acquired SaaS-based smart solutions provider to add value to the agri ecosystem.,,SaaS,,active,SRC01316,MEDIUM,Acquisition mentioned on ninjacart.com homepage
PRD0361,S0071,Financing marketplace,Fintech,Platform for farmers and traders to access financial services/credit; partnered with IDFC First Bank and Mintifi Finserve.,,lending marketplace,2023,active,SRC01315,HIGH,"Also includes Agentic AI for automated credit risk system (blog posts Sep 2025, Jun 2025)"
PRD0362,S0072,POS merchant platform / Plural gateway / Qwikcilver issuing,,,,,,active,SRC01322,MEDIUM,
PRD0363,S0072,"POS terminals (Touch, Go, Duo, Hub, Mini, VoicePod)",in-store payments hardware,"Android-based POS machines for card, QR and contactless payments",,,,active,SRC01346,HIGH,
PRD0364,S0072,Plural (Pine Labs Online),online payment gateway,Payment gateway platform launched Oct 2021,,,,active,SRC01347,HIGH,
PRD0365,S0072,Qwikcilver Solutions,gift card / prepaid issuing,Gift card solutions; acquired 2019 for $110M,,,,active,SRC01348,HIGH,
PRD0366,S0072,Credit+,credit issuing platform,Credit and issuer processing; co-branded credit cards,,,,active,SRC01349,HIGH,
PRD0367,S0072,Setu,fintech infrastructure / API,"API infrastructure for account aggregator, ONDC, OCEN",,,,active,SRC01350,HIGH,
PRD0368,S0072,Shopflo,checkout optimization SaaS,Online checkout optimization; acquired Apr 2026,,,,active,SRC01351,HIGH,
PRD0369,S0075,Ring AIR,smart ring,"World's lightest smart ring (2.4g), titanium with tungsten carbide coating; tracks sleep, HRV, movement, skin temperature; 6-day battery; water-resistant 100m",,$349 one-time + optional UltrahumanX subscription,2023-06-20,active (discontinued in US due to ITC exclusion order Oct 2025; still sold globally),SRC01421,HIGH,
PRD0370,S0075,Ring PRO,smart ring,Third-gen smart ring; titanium unibody; 15-day battery (45+ with PRO Charger); 250-day on-device storage; redesigned HR sensor; dual-core processor with on-chip ML; ProRelease Technology; BLE 5.3,,"$479 pre-order globally (ex-US); $399 US pre-order from Mar 24, 2026",2026-02-27,active; US pre-orders opened Mar 2026 after CBP clearance; shipments from May 2026,SRC01404,HIGH,
PRD0371,S0075,M1 Live,CGM,Continuous glucose monitor using Abbott FreeStyle Libre sensor (prescription-only in US); worn on arm; replaced by M2 Live in US,,"$239/month (2 sensors) or $1,919/year (26 sensors)",2021-06,active outside US; replaced by M2 Live in US market,SRC01422,HIGH,
PRD0372,S0075,M2 Live,CGM,Second-gen CGM using Abbott Lingo OTC sensor (no prescription needed in US); integrates with Ultrahuman app and Jade AI; $99/month subscription,,$99/month subscription; $129 single sensor,2026-06-18,active; US launch,SRC01405,HIGH,
PRD0373,S0075,Blood Vision,blood testing,"100+ biomarker blood testing service; UltraTrace technology integrates blood data with wearable data; available in US, India, Saudi Arabia, UAE, UK, Australia",,subscription-based,2025-07,active,SRC01423,HIGH,
PRD0374,S0075,Ultrahuman Home,ambient health monitor,"Monitors indoor air quality, temperature, humidity, noise, light; correlates environmental data with health metrics",,hardware + app,2025-06,active,SRC01397,HIGH,
PRD0375,S0075,Jade AI,AI platform,"World's first real-time biointelligence AI; connects ring data with 120+ Blood Vision biomarkers, M1/M2 CGM glucose trends, Home environmental data; standard and Deep Research modes",,included with Ring ecosystem,2026-02-27,active; available globally including US,SRC01424,HIGH,
PRD0376,S0075,PowerPlugs,software modules,"Modular app features for Ring: AFib detection, Cycle & Ovulation Pro, migraine management (Click Therapeutics), vitamin D, cardio adaptability",,subscription/add-on,2024-01,active,SRC01425,HIGH,
PRD0377,S0075,Cycle & Ovulation Pro,health module,Paid cycle tracking module using viO HealthTech OvuCore vaginal temperature sensor and OvuSense fertility algorithm (acquired Aug 2025),,subscription,2024-12,active,SRC01397,HIGH,
PRD0378,S0075,Ultrahuman Photon,red light therapy,Precision red light therapy with daily personalized plan,,hardware,2026,active; pre-order,SRC01426,HIGH,
PRD0379,S0075,Blackout Sleep Mask,sleep accessory,Total blackout ambient sleep monitor,,hardware,2026,active; pre-order,SRC01426,HIGH,
PRD0380,S0075,Diesel Ultrahuman Ring,smart ring (luxury collab),Collaboration with Diesel fashion brand,,hardware,2025,active,SRC01415,MEDIUM,
PRD0381,S0075,Ring Rare,smart ring (luxury),World's first luxury smart ring crafted in 18K Gold and Platinum,,hardware,2026,active,SRC01426,MEDIUM,
PRD0382,S0075,Ultrahuman M1 (original/Cyborg),CGM (discontinued),Original continuous glucose monitor launched June 2021 as Ultrahuman Cyborg; renamed M1; replaced by M2 Live in US,,N/A,2021-06,discontinued (replaced by M2 Live in US),SRC01397,HIGH,
PRD0383,S0076,Third Wave Coffee (cafe chain),QSR coffee,"Chain of cafes serving coffee, food; all-day menus, signature brews beyond coffee, breakfast and savoury formats",,retail,,active,SRC01438,HIGH,
PRD0384,S0076,Packaged coffee beans,D2C packaged coffee,"Whole bean coffee sold via website; Monsoon Malabar, Vienna Roast, El Diablo variants",,retail (Rs 650-700/pack),,active,SRC01443,HIGH,
PRD0385,S0076,Easy Coffee Bags,D2C packaged coffee,Convenient coffee bags for home brewing,,retail,,active,SRC01443,HIGH,
PRD0386,S0076,Easy Cold Brew Bags,D2C packaged coffee,Cold brew bags,,retail,,active,SRC01443,HIGH,
PRD0387,S0076,Merchandise,Merchandise,Brand merchandise sold via website,,retail,,active,SRC01443,HIGH,
PRD0388,S0076,Third Rush Desserts,Desserts,Dessert category launched ~3 months before Aug 2026; plans to scale to 50 stores by end of 2026,,retail,2026-05-01,active,SRC01438,MEDIUM,Launched ~May 2026 per Mint; scaling pan-India with fresh capital
PRD0389,S0076,RTD bottled coffee,Ready-to-drink,No evidence found of RTD bottled coffee product or Coca-Cola partnership,,,,unknown,,LOW,Task prompt mentioned RTD/Coca-Cola but no source found; not verified
PRD0390,S0076,Specialty coffee (brewed),Beverage,100% Arabica coffee brewed at cafes; single-origin and specialty blends,,retail,2016,active,SRC01443,HIGH,
PRD0391,S0076,Easy Cold Brew,D2C Retail,Cold brew bags for home preparation,,retail,2020,active,SRC01443,HIGH,
PRD0392,S0077,Cold-chain marketplace platform,cold-chain logistics platform,"End-to-end cold chain: reefer transport, cold storage, last-mile/hyperlocal; TMS/WMS SaaS",,,,,SRC01458,HIGH,
PRD0393,S0078,Square Yards brokerage + Urban Money (mortgages) + Azuro (rentals) + Interior Company,,,,,,active,SRC01468,HIGH,
PRD0394,S0078,Square Yards (brokerage),proptech,Full-stack real estate platform for new and resale property sales; transaction-based monetisation; 5%+ brokerage fee,,commission,2014,active,SRC01469,HIGH,
PRD0395,S0078,Urban Money,fintech/mortgage marketplace,"Digital mortgage origination platform; facilitates home loans, LAPs, personal/business loans, insurance; 150+ bank/NBFC partnerships",,commission,,active,SRC01468,HIGH,
PRD0396,S0078,Azuro,rentals/property management,"Rentals and property management services; online rent collection, house inspections, e-tracking maintenance",,subscription/commission,,active,SRC01469,HIGH,
PRD0397,S0078,Interior Company,home interiors,"Tech-led interior design and home renovation; 3D visualisation, cost estimation, project tracking; 5,000+ homes delivered",,project-based,,active,SRC01469,HIGH,
PRD0398,S0078,PropVR,AI/VR,"AI-powered immersive 3D/AR property experiences; 16+ patents filed, 5 granted",,B2B tool,,active,SRC01468,HIGH,
PRD0399,S0078,Square Connect,B2B aggregation,"Mobile-only aggregation platform for real estate brokers, financial institutions and online firms",,platform,,active,SRC01469,MEDIUM,
PRD0400,S0078,PropsAMC,capital markets,Rent-yielding commercial/residential assets for investors; helps developers raise debt/mezzanine capital,,commission,,active,SRC01469,MEDIUM,
PRD0401,S0079,Online bond investment platform,bonds / fixed income,"Retail access to corporate bonds, securitised debt, NCDs issued by NBFCs via SEBI-regulated OBPP",,,,,SRC01478,HIGH,
PRD0402,S0080,Airbound autonomous aircraft,"Autonomous VTOL delivery aircraft (blended-wing-body, tail-sitter, carbon fibre)",,,,,commercializing,SRC01486,HIGH,
PRD0403,S0081,Sherpa Tug + mover range,"AMR tugs, bin movers, pallet movers, lifting platforms; 3D navigation, outdoor-capable",,,,,shipping,SRC01491,HIGH,
PRD0404,S0082,Sapiom agent infrastructure layer,AI agent infrastructure: model routing + Autonomous Spend API (machine-to-business payments),,,,,live,SRC01502,MEDIUM,
PRD0405,S0083,"boAt audio (headphones/earphones/speakers), wearables (smartwatches), chargers/cables; sub-brands Nirvana/Valour; smart rings pilots",,,,,,active,SRC01504,HIGH,
PRD0406,S0084,"Digital wallet (PPI), UPI/payments, ZIP/ZIP EMI credit distribution, First Card FD-backed RuPay CC, Lens",,,,,,active,SRC01516,MEDIUM,
PRD0407,S0085,OfBusiness B2B commerce platform,"raw material procurement (steel, polymers, chemicals, agri)",,,,,active,SRC01531,MEDIUM,
PRD0408,S0085,"Oxyzo Financial Services (standalone unicorn, ~75% owned)",NBFC lending,,,,,active,SRC01531,MEDIUM,
PRD0409,S0085,BidAssist / Nexizo,SaaS,,,,,active,SRC01531,LOW,
PRD0410,S0085,OfBusiness B2B Commerce Platform,raw material procurement,"Factory-direct sourcing across steel, non-ferrous metals, polymers, chemicals, agri-commodities, apparel, and building materials. Steel ~35% of GMV.",,Transaction margin (4-6% gross margin),2016-02,active,SRC01540,HIGH,
PRD0411,S0085,Oxyzo Financial Services,NBFC lending,"RBI-registered Middle Layer NBFC (NBFC-NDSI) providing collateral-free working capital, purchase finance, invoice discounting, term loans, machinery finance to SMEs. CIN U65929DL2016PLC306174. CoR N-14.03380.",,Interest income (15-18% est. annualized),2017-11,active,SRC01559,HIGH,
PRD0412,S0085,BidAssist,SaaS / tender discovery,AI-powered intelligence platform tracking government procurement opportunities across 200+ countries and all Indian government portals. Used by 1.5M+ businesses.,,Subscription/SaaS,2018,active,SRC01540,MEDIUM,
PRD0413,S0085,Nexizo,SaaS / AI procurement,"AI-enabled digital platform for supplier discovery, price intelligence, and procurement automation. Processes 25M data points annually for 50M+ government tenders.",,SaaS subscription,2025-01-03,active,SRC01560,MEDIUM,
PRD0414,S0085,Oxyzo Credit Fund I,Alternative Investment Fund,SEBI-registered Category II AIF for performing credit investments in mid-sized companies. Launched via Oxyzo Investment Manager.,,Fund management fees,2025-07,active,SRC01561,MEDIUM,
PRD0415,S0085,OfBusiness Apparel,Apparel manufacturing,"Private label and contract manufacturing in apparel; acquired Indian Designs (Bengaluru) for full ownership Dec 2025. Revenue tripled to Rs 3,002 cr in FY26.",,Manufacturing margin,2025,active,SRC01562,MEDIUM,
PRD0416,S0085,Tracecost,SaaS / construction monitoring,Construction project monitoring tool,,SaaS subscription,,active,SRC01531,LOW,
PRD0417,S0086,Pristyn Care surgery network,"elective surgery marketplace (200+ clinics, 700 hospitals, 400+ surgeons per Inc42)",,,,,active,SRC01571,HIGH,
PRD0418,S0086,BeatXP (smartwatches/fitness),D2C fitness hardware (being scaled back),,,,,scaled-back,SRC01569,HIGH,
PRD0419,S0086,Lybrate (acquired 2022),telemedicine (being phased out),,,,,phasing-out,SRC01579,MEDIUM,
PRD0420,S0087,Swish 10-min food delivery,"10-minute fresh-food delivery; neighbourhood kitchens with prep/cook/assembly stations; full menu (breakfast, bowls, festive, desserts)",,,,,live,SRC01582,HIGH,
PRD0421,S0087,Swish Pass,Subscription/Loyalty,Recurring revenue subscription program mentioned as a revenue stream,,subscription,,live,SRC01597,LOW,Mentioned on FounderPin as a revenue stream; not confirmed on company website or PR.
PRD0422,S0090,Toddle Planning Pro,curriculum planning,"Curriculum planning, unit planning, lesson planning, yearly planning, curriculum mapping, curriculum analytics, Toddle library",,subscription,,active,SRC01626,HIGH,
PRD0423,S0090,Toddle Essentials,teaching & learning,"Everything in Planning Pro plus assignments & feedback, interactive workbook, student portfolios, gradebook, progress reports, attendance, timetable, calendar, announcements",,subscription,,active,SRC01626,HIGH,
PRD0424,S0090,Toddle Ultimate,AI-powered teaching & learning,"Everything in Essentials plus AI curriculum design assistant, AI tutors, AI powered progress reports, AI assisted grading, AI conversational analytics, behaviour management, communications hub, accreditation management, ",,subscription,,active,SRC01626,HIGH,
PRD0425,S0090,Toddle AI,AI assistant,"AI-powered teaching assistant; generates lesson plans, progress report comments, portfolio captions, MYP criteria-based rubrics; supports 30+ languages",,included in Ultimate,2023-10-12,active,SRC01625,HIGH,
PRD0426,S0090,Toddle Connect,communication,AI-powered communication platform built within Toddle for school-home messaging,,included,2024-01-31,active,SRC01627,HIGH,
PRD0427,S0090,GrowHall (formerly EdQwest),IB DP content library,"28 interactive digital textbooks, 1,300+ curriculum-aligned videos, 22,500+ exam-style questions with mark schemes, AI support; mapped to IB DP syllabus",,subscription,2026-07-07,active,SRC01628,HIGH,
PRD0428,S0092,Saver fare,ticket-class,"Basic economy fare: 15kg checked baggage, paid seat selection, buy-on-board meals",,ancillary,2022-08-07,active,SRC01657,HIGH,
PRD0429,S0092,Flexi fare,ticket-class,"Enhanced economy: 20kg checked, free seat, complimentary meal, lower change/cancel fees",,ancillary,2022-08-07,active,SRC01657,HIGH,
PRD0430,S0092,Café Akasa,in-flight-dining,Onboard meal service with 45+ gourmet options priced ₹150-750; Seat & Meal Deal combo ₹850 domestic,,buy-on-board,2022-08-07,active,SRC01658,HIGH,
PRD0431,S0092,Akasa Elevate,loyalty-programme,"Loyalty programme launched Aug 7, 2026 (4th anniversary); four membership tiers; earn Elevate Points on flights and ancillaries; retro claim for travel since Apr 1, 2026",,free,2026-08-07,active,SRC01659,HIGH,
PRD0432,S0092,Pets on Akasa,pet-travel,Pet-friendly cabin policy; weight limit extended to 10kg from 7kg; 4800+ pets flown since Nov 2022 launch,,fee-based,2022-11,active,SRC01660,HIGH,
PRD0433,S0092,Akasa GetEarly,ancillary,Priority check-in and early boarding ancillary product,,fee-based,,active,SRC01660,MEDIUM,
PRD0434,S0092,Akasa Holidays,travel-package,"Holiday packages bundling air travel with hotel stays, transfers, activities, 24/7 on-tour assistance",,bundled,,active,SRC01660,MEDIUM,
PRD0435,S0093,BOX8,Desi meals / cloud kitchen,"Flagship brand; All-in-1 Meals, Desi Box, Paratha Wraps, Biryanis",,,2012,active,SRC01680,HIGH,
PRD0436,S0093,MOJO Pizza,Pizza delivery,Largest home-grown pizza delivery brand; 150+ CR revenue,,,2015,active,SRC01677,HIGH,
PRD0437,S0093,NH1 Bowls,North Indian food bowls,North Indian food bowl brand,,,,active,SRC01683,HIGH,
PRD0438,S0093,ZAZA Biryani,Biryani,Biryani brand; newest addition at time of Dec 2021 funding,,,2021,active,SRC01677,HIGH,
PRD0439,S0093,Bhatti Chicken,North Indian,North Indian chicken brand,,,,active,SRC01683,HIGH,
PRD0440,S0093,Leancrust Pizza,Pizza,Pizza brand,,,,active,SRC01680,MEDIUM,
PRD0441,S0093,GLOBO Ice Creams,Ice cream,Ice cream brand,,,,active,SRC01677,HIGH,
PRD0442,S0093,Boom Sandwich,Sandwiches,Sandwich brand,,,,active,SRC01682,MEDIUM,
PRD0443,S0093,Itminaan Biryani,Biryani,Biryani brand,,,,active,SRC01680,MEDIUM,
PRD0444,S0093,Mealful Rolls/Wraps,Rolls/Wraps,Rolls and wraps brand,,,,active,SRC01680,MEDIUM,
PRD0445,S0093,hola pasta,Pasta,Pasta brand mentioned by Inc42,,,,active,SRC01679,LOW,
PRD0446,S0093,Nawabi,Biryani,Biryani brand; status uncertain - may have been shut or rebranded,,,,UNKNOWN,,LOW,Mentioned in task prompt but not verified in any fetched source; no evidence of closure found
PRD0447,S0093,KaiGunas,Food brand,Brand mentioned in task prompt; not verified in any fetched source,,,,UNKNOWN,,LOW,Mentioned in task prompt but not verified in any fetched source
PRD0448,S0094,Short courses,Executive education,Short-term professional development courses (6-12 months) in partnership with top universities,,Program fees,,active,SRC01699,HIGH,
PRD0449,S0094,Degree programs,Executive education,Blended degree pathways offered in collaboration with global business schools,,Program fees,,active,SRC01699,HIGH,
PRD0450,S0094,Professional certificates,Executive education,Professional certificate programs from top universities,,Program fees,,active,SRC01699,HIGH,
PRD0451,S0094,Senior executive programs,Executive education,Senior executive programs for C-suite and senior leaders,,Program fees,,active,SRC01712,HIGH,
PRD0452,S0094,Multi-month executive programs,Executive education,Multi-month executive education programs,,Program fees,,active,SRC01699,HIGH,
PRD0453,S0094,Enterprise/government cohorts,Corporate L&D,Custom corporate and government workforce learning programs,,Enterprise contracts,,active,SRC01713,HIGH,
PRD0454,S0094,Kellogg partnership programs,Executive education,Executive education programs in partnership with Kellogg School of Management (Northwestern),,Program fees,2021-10-27,active,SRC01703,HIGH,Kellogg launched first-ever Executive Education program on Influencer Marketing in partnership with Emeritus (Oct 2021)
PRD0455,S0095,Bare Anatomy,hair care,"Science-backed hair care; anti-dandruff, anti-hair fall, hair growth serums, shampoos, masks",,D2C e-commerce,2019,active,SRC01737,HIGH,
PRD0456,S0095,Chemist at Play,skincare,"India's first ceramide-based skincare brand; active ingredients for acne, pigmentation, body care",,D2C e-commerce,2019,active,SRC01737,HIGH,
PRD0457,S0095,SunScoop,sun care,India's first invisible sunscreen; SPF products for face and body,,D2C e-commerce,2019,active,SRC01737,HIGH,
PRD0458,S0095,Vinci Botanicals,personal care,Newer brand in Innovist portfolio; botanical personal care products,,D2C e-commerce,2024,active,SRC01726,MEDIUM,
PRD0459,S0096,LeapScholar,test-prep + admissions counselling,"Online platform for IELTS, TOEFL, SAT preparation; admissions and visa counselling; university course discovery",,freemium + paid courses,2019,active,SRC01755,HIGH,
PRD0460,S0096,LeapFinance,international student loans,"Zero-collateral, full-cost dollar loans for Indian students pursuing education in US/UK/Canada/Australia",,interest-bearing loans,2019,active,SRC01755,HIGH,
PRD0461,S0096,GeeBee,community + admissions,Student community platform; acquired by Leap,,unknown,unknown,active,SRC01743,MEDIUM,
PRD0462,S0096,Yocket,community + admissions,Student community platform; acquired by Leap,,unknown,unknown,active,SRC01743,MEDIUM,
PRD0463,S0096,Duolingo English Test coaching,test-prep,Partnership with Duolingo to launch DET coaching for study abroad aspirants,,unknown,2025-05-19,active,SRC01753,LOW,Tracxn news feed mentions Duolingo partnership May 2025
PRD0464,S0096,Offline education centres,physical centres,Expansion of offline centres across India; 15 new centres planned for 2026,,unknown,2026,announced,SRC01752,LOW,Tribune headline per Tracxn news feed
PRD0465,S0098,Neo Wealth Management,wealth management,"Bespoke wealth advisory for UHNIs and family offices; 150+ senior advisors; investment, insurance, estate planning",,fee-based (ARR AUM),2021,active,SRC01764,HIGH,
PRD0466,S0098,Neo Asset Management,asset management,"Private market fund management: private credit, infrastructure, private equity; SEBI-registered AIF",,management fee + carry,2021,active,SRC01764,HIGH,
PRD0467,S0098,Neo Advisory and Consulting Services,advisory,Investment advisory and consulting services,,UNKNOWN,2021,active,SRC01764,MEDIUM,
PRD0468,S0098,Neo Risk Management and Insurance Brokers,insurance broking,Risk management and insurance broking services,,UNKNOWN,2021,active,SRC01764,MEDIUM,
PRD0469,S0098,NeoFinity,fintech & payments,Fintech & payments arm of Neo Group,,UNKNOWN,UNKNOWN,active,SRC01773,LOW,
PRD0470,S0098,Private Credit Fund (second vintage),alternative asset management,"SEBI-registered private credit fund; first close Rs 2,000 crore; lends to unlisted companies, acquires secondary positions",,management fee + carry,2025-11,active,SRC01769,MEDIUM,
PRD0471,S0098,NBFC lending (planned),lending,NBFC license sought from RBI for lending against mutual funds/bonds to existing clients,,UNKNOWN,UNKNOWN,in-progress,SRC01770,MEDIUM,Sought as of Oct 2023; status unknown
PRD0472,S0100,Pernia's Pop-Up Shop,multi-brand luxury fashion platform,"Curated luxury fashion platform offering womenswear, menswear, jewellery, and accessories from designer brands",,marketplace/retail,2018,active,SRC01784,HIGH,
PRD0473,S0100,Pernia's Pop-Up Studio,luxury retail experience centres,Physical experience centres across India and London offering luxury fashion shopping,,retail,2018,active,SRC01783,HIGH,
PRD0474,S0100,Wendell Rodricks,owned brand - luxury fashion,Owned brand line acquired/launched by Purple Style Labs,,retail,,active,SRC01788,MEDIUM,
PRD0475,S0100,Hemant Trevedi,owned brand - luxury fashion,Owned brand line acquired/launched by Purple Style Labs,,retail,,active,SRC01788,MEDIUM,
PRD0476,S0100,Ismail Building Fort Mumbai store,retail expansion,"India's largest multi-designer luxury retail store at the iconic Ismail Building at Fort, Mumbai",,retail,2025,planned/launched,SRC01783,MEDIUM,
PRD0477,S0100,601 Madison Avenue New York,international retail,"24K-SF retail space leased at 601 Madison Avenue, New York",,retail,2026,active,SRC01785,MEDIUM,Per Commercial Observer Jul 8 2026 news item in Tracxn
PRD0478,S0103,Razor Crest Mk-1,launch vehicle,Fully reusable medium-lift launch vehicle (Razor Crest Mk-1); booster + upper-stage recovery; Pegasus 2.0 upper-stage engine in development,,,,in-development,SRC01806,,
PRD0479,S0104,Armos (QKD),quantum security hardware,Quantum Key Distribution system; on GeM portal,,,,live,SRC01816,,
PRD0480,S0104,Tropos (QRNG),quantum security hardware,Quantum Random Number Generator; on GeM portal,,,,live,SRC01816,,
PRD0481,S0104,QShield,platform,Full-stack hybrid quantum-safe platform,,,,live,SRC01816,,
PRD0482,S0104,Hodos (PQC),quantum security software,NIST-compliant Post-Quantum Cryptography enhanced with quantum-physics entropy; deploys on existing infrastructure,,,2024,live,SRC01821,HIGH,
PRD0483,S0104,Q-ORE,quantum security hardware,Quantum hardware security module,,,2024,live,SRC01821,MEDIUM,
PRD0484,S0104,QConnect,platform,Secure communication component of QShield platform,,,,live,SRC01821,MEDIUM,
PRD0485,S0104,QVerse,platform,Quantum-safe messaging service,,,,live,SRC01821,MEDIUM,
PRD0486,S0104,Entropy as a Service (EaaS),platform,Quantum random number generation as a service,,,2021,live,SRC01816,HIGH,
PRD0487,S0105,F77 Mach 2 / Superstreet,EV motorcycle,Electric sports bike; UK sales started 2025,,,,live,SRC01833,,
PRD0488,S0105,X-47,EV motorcycle,Crossover motorcycle launched ~2025,,,,live,SRC01829,,
PRD0489,S0105,Tesseract,EV scooter,Upcoming scooter platform; Hosur capacity anchor,,,,upcoming,SRC01832,,
PRD0490,S0106,EatFit,food brands,Health-food brand,,,,live,SRC01841,,
PRD0491,S0106,Nomad Pizza,food brands,Pizza brand,,,,live,SRC01841,,
PRD0492,S0106,Sharief Bhai Biryani,food brands,Biryani brand,,,,live,SRC01841,,
PRD0493,S0106,CakeZone / Frozen Bottle / Krispy Kreme (IN),food brands,Desserts/cakes/beverages brands,,,,live,SRC01841,,
PRD0494,S0106,Eatfit (Kitchens of EatFit),healthy meals,Health-food brand; rebranded as Kitchens of EatFit with Hrithik Roshan as investor-ambassador,,,,live,SRC01841,HIGH,
PRD0495,S0106,Olio Pizza,pizza,Gourmet pizza; 26 cities; crossed ₹100Cr ARR,,,,live,SRC01841,HIGH,
PRD0496,S0106,CakeZone,desserts/cakes,Cakes and celebrations; 12 cities; crossed ₹100Cr ARR,,,,live,SRC01841,HIGH,
PRD0497,S0106,Frozen Bottle,desserts/milkshakes,"100% veg, 100% eggless milkshakes and ice-cream; majority stake acquired Mar 2022",,,,live,SRC01841,HIGH,
PRD0498,S0106,Krispy Kreme (India),doughnuts/coffee,Pan-India rights acquired Dec 2024 from Landmark Group; multi-year franchising agreement; 350+ locations target in 5 years,,,,live,SRC01850,HIGH,
PRD0499,S0106,Arambam,South Indian,Flavours of South India - wholesome South Indian built on millets; 12 cities,,,,live,SRC01841,HIGH,
PRD0500,S0106,Ksheer Sagar,mithai/sweets,Exclusive partnership with 50-year-old heritage sweets brand from Varanasi; rollout in Delhi NCR and Lucknow (Aug 2025),,,,partnership,SRC01851,HIGH,
PRD0501,S0106,Great Indian Khichdi,Indian meals,Brand mentioned in CNBC TV18 article as part of portfolio,,,,live,SRC01837,MEDIUM,
PRD0502,S0106,Millet Express,health,Brand mentioned in CNBC TV18 article as part of portfolio,,,,live,SRC01837,MEDIUM,
PRD0503,S0106,Chaat Street,street food,Acquired Oct 2021; online chaat brand,,,,acquired,SRC01857,HIGH,
PRD0504,S0107,Dezerv wealth platform,wealth (PMS/AIF/distribution),"Actively managed multi-asset portfolios + expert advisory; app tracks MF/stocks/NPS/FD/bank (5L+ investors tracking Rs 2L Cr+); AUM Rs 14,000 Cr+",,,,live,SRC01862,,
PRD0505,S0108,TruCV,credential verification,"Blockchain-powered, tamper-proof CV platform integrated with DigiLocker allowing instant credential verification",,SaaS,,active,SRC01873,MEDIUM,
PRD0506,S0108,TruJobs,job matching,AI-driven job-matching platform for employers,,SaaS,,active,SRC01873,MEDIUM,
PRD0507,S0108,$EBUK token,crypto token,Planned reward token for the Edubuk ecosystem,,,,planned,SRC01873,LOW,Ascendants: company preparing for launch of $EBUK reward token
PRD0508,S0109,Eloelo,live social entertainment,"Live streaming platform with interactive games, chats, and creator tools; multilingual support",,virtual gifting + subscriptions,2020-09,active,SRC01895,HIGH,
PRD0509,S0109,Story TV,micro-drama OTT,Short drama streaming app; 1000+ titles in 5 Indian languages; partnered with Balaji Telefilms,,subscription,2025-01,active,SRC01891,HIGH,
PRD0510,S0109,Connecto,voice chat / social,Voice-based social interaction app; top 10 Social apps in India within 4 months of launch,,free + in-app,2025-03,active,SRC00056,MEDIUM,
PRD0511,S0109,Master,micro-learning,Micro-learning app with bite-sized lessons; #1 Education app in India on Play Store in 32 days; 2M+ users,,free + premium,2025-12-02,active,SRC01892,HIGH,
PRD0512,S0110,Silver Jewellery (925 Sterling Silver),Fine Jewellery,"Core category; rings, earrings, necklaces, bracelets, anklets, chains, mangalsutras",,Fixed price,2019,active,SRC01925,HIGH,
PRD0513,S0110,Gold Jewellery (14K/18K),Fine Jewellery,Expanded from silver; 14K and 18K gold with lab-grown diamonds,,Fixed price + making charges,2024,active,SRC01925,HIGH,
