startup_id,company_name,primary_sector,company_stage,city,state,founding_year,age_years,completeness_pct,notes
S0346,Altigreen,electric mobility / EV powertrain,Growth,Bengaluru,Karnataka,,,14.6,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0347,Clear (ClearTax),fintech saas,Late-stage / Unicorn,Bengaluru,Karnataka,2011,15,25.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0348,Gramophone,agritech advisory,Merged,Indore,Madhya Pradesh,,,16.7,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0349,Indrajaal,defence/counter-drone ai,Growth,Hyderabad,Telangana,,,25.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0350,Leap India,supply chain / pallets,Listed,Bengaluru,Karnataka,,,22.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0351,Ola Electric,ev (listed),Listed,Bengaluru,Karnataka,,,22.9,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0352,Rilo,martech / ai,Acquired,Mumbai,Maharashtra,,,25.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0353,Sanlayan Technologies,defence electronics,Series A,Bengaluru,Karnataka,2023,3,20.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0354,Shopflo,fintech / checkout,acquired,Bengaluru,Karnataka,2021,5,25.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0355,smallest.ai,ai/voice,Series A,San Francisco,"California, USA",2023,3,31.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0356,Dv2js Innovation,defence tech,funded,Delhi,Delhi,2018,8,25.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0357,4700BC,d2c foods,acquired,Mumbai,Maharashtra,2012,14,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0358,Dunzo,hyperlocal delivery / quick commerce,,Bengaluru,Karnataka,2015,11,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0359,GamesKraft,gaming rmg,late stage,Bengaluru,Karnataka,2017,9,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0360,Good Glamm Group,d2c beauty (roll-up),,Mumbai,Maharashtra,2021,5,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0361,Head Digital Works,gaming rmg (a23),late stage,Hyderabad,Telangana,2005,21,29.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0362,Hike,gaming / web3,,Bengaluru,Karnataka,2012,14,8.3,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0363,KiranaClub,b2b commerce,acquired,Bengaluru,Karnataka,,,27.1,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0364,Log9 Materials,battery tech / deep-tech,Insolvency (2025),Bengaluru,Karnataka,,,18.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0365,PokerBaazi,online gaming / RMG,Late stage,Kolkata,West Bengal,2014,12,18.8,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0366,Pync,quick home services,Shut down (2026),Bengaluru,Karnataka,2023,3,25.0,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0367,Zupee,gaming rmg,late-stage,Bengaluru,Karnataka,2018,8,81.2,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
S0368,Vicharak,High Tech / Edge Computing,Seed,Surat,Gujarat,2021,5,60.4,DERIVED analytics layer; no fabricated claims; sample-size shown in notes column.
