investor_id,name,type,geography,companies_backed,rounds_participated,sectors,stages,cities,lead_investments,portfolio_notes
INV0887,Gaingels,,,1,1,gaming / esports,Series E,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0888,Setu Aif Trust,,,1,1,EdTech,Series B,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0889,Artal Asia (Invus Group affiliate),,,1,1,FoodTech / QSR,Strategic Investment (Significant Minority),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0890,Invus Group,,,1,1,FoodTech / QSR,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0891,Nokia Growth Partners,,,1,2,Logistics,Series D; Series E,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0892,Mirae Asset-Naver Fund,,,1,1,Logistics,Series D,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0893,TPG NewQuest,PE,"San Francisco, CA, USA",1,3,Logistics,; Series E,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0894,Qualcomm,CVC-corporate,"San Diego, USA",1,1,Logistics,Series E,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0895,Public,,,7,8,Logistics; ecommerce/eyewear; ev/2-wheeler; fintech lending; logistics tech; proptech coworking; travel-tech,IPO,Bengaluru; Delhi NCR; Gurugram; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0896,ICICI Prudential MF,,,2,2,Logistics; Renewable Energy / IPP,IPO,Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0897,Nippon India MF,,,1,1,Logistics,IPO,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0898,Norges Bank,,,1,1,Logistics,IPO,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0899,IFC (World Bank),Sovereign/Govt,"Washington, USA",1,1,Logistics,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0900,WEH Ventures,VC,"Bengaluru, India",2,8,WealthTech; cybersecurity,Seed; Series A; Series B; Series C,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0901,DSP Group,Financial Services,,1,5,WealthTech,Seed; Series A; Series C,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0902,Zerodha,,,1,2,WealthTech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0903,Straddle Capital,,,1,1,WealthTech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0904,DSP Mutual Fund,,,1,2,WealthTech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0905,Faering Capital,PE,"Mumbai, India",2,6,WealthTech; healthtech | healthtech integrated care,; Seed; Series C; Series D,Bengaluru; Gurugram,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0906,HDFC Bank,,,2,2,WealthTech; spacetech analytics,; Series C,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0907,State Street Global Advisors,,,1,2,WealthTech,; Series D,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0908,Niveshaay AIF,,,1,1,WealthTech,Series D,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0909,Roots Ventures,,,2,7,WealthTech / Investment Tech; semiconductor motor control,; Pre-Series A; Seed; Series A,Bengaluru; Greater Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0910,Biren Shah,,,1,1,WealthTech / Investment Tech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0911,Karthik Bhat,,,1,1,WealthTech / Investment Tech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0912,Rahul Garg,,,1,1,WealthTech / Investment Tech,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0913,BITKRAFT Ventures,VC,"Berlin, Germany",1,7,WealthTech / Investment Tech,; Series A; Series B; Series B (Extended); Series B1,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0914,Itai Tsiddon,,,1,2,WealthTech / Investment Tech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0915,Creed Capital Asia,,,1,1,WealthTech / Investment Tech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0916,Mukul Agrawal,,,1,5,WealthTech / Investment Tech,; Series B,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0917,Param Capital,,,1,4,WealthTech / Investment Tech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0918,Rise Capital,,,1,1,WealthTech / Investment Tech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0919,Hem Securities,,,1,1,WealthTech / Investment Tech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0920,Valiant Capital,,,1,1,WealthTech / Investment Tech,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0921,Aart Corporate Advisors,,,1,2,WealthTech / Investment Tech,Series B (Extended),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0922,Systematix,,,1,2,WealthTech / Investment Tech,Series B (Extended),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0923,India SME Investments,,,1,1,WealthTech / Investment Tech,Series B (Extended),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0924,Multiple angels,,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0925,Vivekananda Hallekere (Bounce),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0926,Rahul Garg (Moglix),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0927,Ramakant Sharma (Livspace),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0928,Varun Laul (Investcorp),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0929,Ashish Sharma (Innoven Capital),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0930,Rohit Sood (Bertelsmann),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0931,Ankit Agarwal (Alteria Capital),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0932,Tej Kapoor (Fosun),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0933,Karthik Bhat (Ubiquity),,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0934,Creed Capital,,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0935,Luminaire Capital,,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0936,Mark V Capital,,,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0937,Falcon Edge Partners,VC,UNKNOWN,1,1,WealthTech / Investment Tech,Pre-Series A / Angel,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0938,Velo Partners,,,1,2,WealthTech / Investment Tech,Pre-Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0939,SBI Ventures,,,1,1,WealthTech / Investment Tech,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0940,Magna International,Corporate,Canada,1,7,Mobility / EV,; Post-Series B (equity); Series B; Series C,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0941,Bajaj Auto,Corporate,India,1,6,Mobility / EV,; Post-Series B (equity); Post-Series B (tranche); Series B; Series C,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0942,Magna,,,1,1,Mobility / EV,Post-Series B (tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0943,GEF Capital Partners,PE,India,2,7,Mobility / EV; agritech / post-harvest,; Series C; Series D,Bengaluru; Noida,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0944,Northern Arc Capital,,,1,3,Mobility / EV,; Debt,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0945,DFC,,,2,2,Mobility / EV; agritech / post-harvest,Debt; Series C,Bengaluru; Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0946,Rocketship.vc,,,1,1,Mobility / EV,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0947,Wavemaker Partners,,,1,1,Mobility / EV,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0948,Tracxn Labs,,,1,1,Mobility / EV,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0949,Incubate Capital Partners,,,1,1,Mobility / EV,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0950,DFC (US International Development Finance Corporation),,,1,1,Mobility / EV,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0951,AustralianSuper,Superannuation,Australia,1,3,Beauty-Tech SaaS,; Series D; Series D - II,Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0952,Blue Star Innovation Partners,,,1,3,Beauty-Tech SaaS,; Series D; Series D - II,Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0953,Sunley House Capital Management,,,1,4,Beauty-Tech SaaS,; Series D; Series D - II,Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0954,KOSÉ Corporation,Corporate,"Tokyo, Japan",2,4,Beauty-Tech SaaS; D2C Beauty / Skincare,; Series C,Hyderabad; Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0955,Accel-KKR,PE,"Menlo Park, CA, USA",1,4,EdTech / Healthcare Education SaaS,; PE Growth / Minority Investment,Bengaluru,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0956,Cactus Partners,VC,India,1,3,Spacetech Propulsion,; Pre-Series B,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0957,Hero Investment Office,,,1,2,Spacetech Propulsion,; Pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0958,35 North Ventures,,,1,2,Spacetech Propulsion,; Pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0959,Indusbridge Ventures,,,1,2,Spacetech Propulsion,; Pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0960,Monarch Holdings,,,1,2,Spacetech Propulsion,; Pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0961,Inflexor,,,1,2,Spacetech Propulsion,; Pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0962,Pavestone,VC,Hyderabad,2,4,AI infra / semiconductor; Spacetech Propulsion,; Pre-Series B; series_unknown,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0963,Startup Xseed,,,1,2,Spacetech Propulsion,; Pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0964,Survam Partners,,,1,2,Spacetech Propulsion,; Pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0965,ISRO (NSIL),Government,India,1,1,Spacetech Propulsion,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0966,Z47 (formerly Matrix Partners India),VC,"Mumbai, India",1,2,D2C Beauty / Skincare,; Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0967,Panthera Growth Partners,PE/Growth,India,1,4,D2C Beauty / Skincare,; Series B; Series C,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0968,Tracxn,,,1,1,D2C Beauty / Skincare,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0969,MV Core,,,1,1,spacetech EO,Series A extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0970,Mounttech Growth Fund,,,1,1,spacetech EO,Series A extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0971,Grand Anicut Angel Fund,,,1,1,spacetech EO,Series A extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0972,Navam Venture Fund,,,1,1,spacetech EO,Series A extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0973,Faad Capital,,,1,1,spacetech EO,Series A extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0974,LV Angel Fund,,,1,1,spacetech EO,Series A extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0975,Eraya Capital,,,1,1,spacetech EO,Series A extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0976,Mela Ventures,,,1,1,spacetech EO,Series A extension,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0977,Navam Capital,,,1,1,spacetech EO,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0978,Gray Matters Capital,,,1,7,proptech / workforce housing,; Growth commitment; Growth commitment (debt + quasi-equity + equity over 30 months); Seed/early,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0979,SWC Global,,,1,8,D2C fashion,; Series A; Series A (Rs 110 Cr); Series B; Series B (close confirmation),Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0980,Ravi Modi Family Office,,,1,4,D2C fashion,; Series B; Series B (close confirmation),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0981,QED Investors,,,1,2,fintech/credit cards,; Series D tranche,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0982,Better Tomorrow Ventures,,,1,2,fintech/credit cards,; Series D tranche,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0983,Base10,,,1,3,ai marketing saas,; Series A,San Francisco,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0984,"operators incl. growth leaders from Anthropic and Chime, HubSpot CTO, founders of Eppo and Vapi",,,1,1,ai marketing saas,Series A,San Francisco,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0985,Darshan Patel,,,1,2,ev two-wheeler,; Series A,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0986,Darshan Patel (Vini Cosmetics founder) + others,,,1,1,ev two-wheeler,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0987,Hemant Mahendrakumar Kabra,,,1,2,ev two-wheeler,Series D,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0988,Adesh Realtor,,,1,1,ev two-wheeler,Series D,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0989,Maithan Alloys,,,1,1,ev two-wheeler,Series D,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0990,Bharat Value Fund (Pantomath),,,1,1,ev two-wheeler,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0991,Transition VC,,,1,5,ev battery fast-charge,; Seed; Series A; pre-Series B,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0992,Gruhas,,,1,1,ev battery fast-charge,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0993,Subhkam Ventures,,,1,3,ev battery fast-charge,; Series A,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0994,Microtek Group,,,1,1,ev battery fast-charge,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0995,SRK Family Office,,,1,1,ev battery fast-charge,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0996,Raghav Capital,,,1,3,ev battery fast-charge,; pre-Series B,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0997,Maiuni Ventures,,,1,1,ev battery fast-charge,pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0998,NKA Resources,,,1,1,ev battery fast-charge,pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0999,MMG Realtech,,,1,1,ev battery fast-charge,pre-Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1000,"BIG Capital (BIG Capital Pte Ltd, Singapore)",,,1,1,ev mobility,Series A,Delhi NCR,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1001,FPV Ventures,,,1,3,fintech / payments,; Series A,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1002,Sapphire Ventures,,,1,4,saas/billing,; Series G; Series H,Chennai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1003,Chimera,,,2,2,auto marketplace | used cars; logistics,Series F; Series H,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1004,Carlyle,,,1,1,logistics,Series H,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1005,Times Internet,,,1,1,logistics,Series H,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1006,Delhivery (acquirer),,,1,2,logistics,Acquisition (Ecom Express); Acquisition (Spoton),Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1007,Undisclosed UAE-based industrial investor,,,1,3,auto/ev,; Series D,Delhi NCR,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1008,CapitalG,,,2,3,auto marketplace; saas,; Series H,Chennai; Jaipur,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1009,CapitalG (Google),,,1,1,saas,,Chennai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1010,Sequoia,VC,"Bengaluru, India",2,3,SaaS / Customer Loyalty; hospitality/travel-tech,Series A; Series G,Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
